invoice_no,stock_code,description,quantity,invoice_date,unit_price_gbp,customer_id,country
571747,22553,PLASTERS IN TIN SKULLS,12,2011-10-19 10:59:00,1.65,13849,United Kingdom
571824,16161U,WRAP SUKI AND FRIENDS,25,2011-10-19 11:49:00,0.42,12472,Germany
571883,21136,PAINTED METAL PEARS ASSORTED,1,2011-10-19 13:58:00,1.69,14704,United Kingdom
572066,22610,PENS ASSORTED FUNNY FACE,36,2011-10-20 13:07:00,0.19,15159,United Kingdom
572186,23069,EDWARDIAN PHOTO FRAME,6,2011-10-21 10:55:00,6.25,16497,United Kingdom
572195,21172,PARTY METAL SIGN ,3,2011-10-21 11:49:00,1.45,14562,United Kingdom
572214,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,6,2011-10-21 12:50:00,2.1,16918,United Kingdom
572229,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-10-21 14:23:00,2.08,14329,United Kingdom
572288,47566B,TEA TIME PARTY BUNTING,5,2011-10-23 12:28:00,4.95,17377,United Kingdom
572309,21809,CHRISTMAS HANGING TREE WITH BELL,2,2011-10-23 15:29:00,0.39,14432,United Kingdom
572311,22804,PINK HANGING HEART T-LIGHT HOLDER,3,2011-10-23 15:45:00,2.95,14035,United Kingdom
572318,23167,SMALL CERAMIC TOP STORAGE JAR ,9,2011-10-23 16:19:00,0.83,15436,United Kingdom
572353,21915,RED  HARMONICA IN BOX ,12,2011-10-24 11:40:00,1.25,15215,United Kingdom
572475,22090,PAPER BUNTING RETROSPOT,1,2011-10-24 13:37:00,2.95,15271,United Kingdom
572499,23489,VINTAGE BELLS GARLAND,6,2011-10-24 14:10:00,2.89,15786,United Kingdom
572550,21494,ROTATING LEAVES T-LIGHT HOLDER,2,2011-10-24 17:06:00,2.46,,United Kingdom
572550,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,4,2011-10-24 17:06:00,0.83,,United Kingdom
572569,21263,GREEN GOOSE FEATHER TREE 60CM,6,2011-10-25 10:32:00,1.95,17870,United Kingdom
572651,22992,REVOLVER WOODEN RULER ,12,2011-10-25 12:06:00,1.95,17350,United Kingdom
572669,23212,HEART WREATH DECORATION WITH BELL,1,2011-10-25 13:10:00,1.25,16549,United Kingdom
572669,84991,60 TEATIME FAIRY CAKE CASES,2,2011-10-25 13:10:00,0.55,16549,United Kingdom
572861,23034,DRAWER KNOB CERAMIC BLACK,6,2011-10-26 12:46:00,1.45,14102,United Kingdom
572872,22070,SMALL RED RETROSPOT MUG IN BOX ,2,2011-10-26 13:27:00,3.75,15320,United Kingdom
572922,22610,PENS ASSORTED FUNNY FACE,36,2011-10-26 17:00:00,0.19,17895,United Kingdom
572969,21619,4 VANILLA BOTANICAL CANDLES,12,2011-10-27 10:46:00,1.25,13363,United Kingdom
573068,85099B,JUMBO BAG RED RETROSPOT,1,2011-10-27 13:56:00,2.08,17545,United Kingdom
573137,22952,60 CAKE CASES VINTAGE CHRISTMAS,1,2011-10-27 17:15:00,1.25,,United Kingdom
573326,22375,AIRLINE BAG VINTAGE JET SET BROWN,4,2011-10-30 11:08:00,4.25,15298,United Kingdom
573331,47566,PARTY BUNTING,5,2011-10-30 11:25:00,4.95,15860,United Kingdom
573338,22835,HOT WATER BOTTLE I AM SO POORLY,1,2011-10-30 11:47:00,4.95,14546,United Kingdom
573362,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-10-30 13:06:00,4.95,12597,Spain
573486,72232,FENG SHUI PILLAR CANDLE,48,2011-10-31 11:40:00,0.19,13186,United Kingdom
573548,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,6,2011-10-31 13:22:00,1.25,13680,United Kingdom
573551,23118,PARISIENNE JEWELLERY DRAWER ,2,2011-10-31 13:35:00,7.5,15044,United Kingdom
573552,23083,SET 6 PAPER TABLE LANTERN STARS ,6,2011-10-31 13:43:00,3.75,13203,United Kingdom
573576,22625,RED KITCHEN SCALES,1,2011-10-31 14:09:00,16.63,14096,United Kingdom
573576,23188,VINTAGE  2 METRE FOLDING RULER,1,2011-10-31 14:09:00,3.29,14096,United Kingdom
573585,22636,CHILDS BREAKFAST SET CIRCUS PARADE,1,2011-10-31 14:41:00,16.63,,United Kingdom
573585,23119,PACK OF 6 LARGE FRUIT STRAWS ,2,2011-10-31 14:41:00,1.25,,United Kingdom
573780,22396,MAGNETS PACK OF 4 RETRO PHOTO,12,2011-11-01 11:12:00,0.39,17503,United Kingdom
573814,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,24,2011-11-01 11:31:00,0.42,13268,United Kingdom
573868,23367,SET 12 COLOUR PENCILS SPACEBOY ,16,2011-11-01 12:18:00,0.65,12491,France
573876,23191,BUNDLE OF 3 RETRO NOTE BOOKS,2,2011-11-01 12:48:00,1.65,16360,United Kingdom
573904,23513,EMBROIDERED RIBBON REEL SUSIE ,2,2011-11-01 14:54:00,2.08,14505,United Kingdom
574034,85045,GREEN CHRISTMAS TREE STRING 20LIGHT,2,2011-11-02 12:45:00,4.95,17841,United Kingdom
574052,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-11-02 13:50:00,1.65,16706,United Kingdom
574063,22186,RED STAR CARD HOLDER,2,2011-11-02 14:31:00,1.95,13271,United Kingdom
574074,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,1,2011-11-02 15:33:00,4.13,,United Kingdom
574098,21055,TOOL BOX SOFT TOY ,2,2011-11-03 10:03:00,8.95,16337,United Kingdom
574278,22467,GUMBALL COAT RACK,6,2011-11-03 14:42:00,2.55,15814,United Kingdom
574310,21114,LAVENDER SCENTED FABRIC HEART,10,2011-11-03 16:56:00,1.25,13467,United Kingdom
574321,23491,VINTAGE JINGLE BELLS HEART,3,2011-11-03 19:28:00,8.25,16016,United Kingdom
574471,23247,BISCUIT TIN 50'S CHRISTMAS,6,2011-11-04 11:59:00,2.89,17677,United Kingdom
574511,22694,WICKER STAR ,6,2011-11-04 13:26:00,2.1,15597,United Kingdom
574532,23502,PLAYING CARDS VINTAGE DOILY ,12,2011-11-04 14:19:00,1.25,15676,United Kingdom
574547,21558,SKULL LUNCH BOX WITH CUTLERY ,1,2011-11-04 15:08:00,2.55,17841,United Kingdom
574670,22189,CREAM HEART CARD HOLDER,2,2011-11-06 12:20:00,3.95,12838,United Kingdom
574671,85049G,CHOCOLATE BOX RIBBONS ,1,2011-11-06 12:23:00,1.25,16744,United Kingdom
574679,23392,SPACEBOY ROCKET LOLLY MAKERS,6,2011-11-06 12:38:00,2.08,12645,Germany
574680,23201,JUMBO BAG ALPHABET,10,2011-11-06 12:40:00,2.08,15078,United Kingdom
574692,82583,HOT BATHS METAL SIGN,3,2011-11-06 13:28:00,2.1,16771,United Kingdom
574695,22470,HEART OF WICKER LARGE,1,2011-11-06 13:37:00,2.95,17114,United Kingdom
574707,23681,LUNCH BAG RED VINTAGE DOILY,20,2011-11-06 14:08:00,1.65,17107,United Kingdom
574716,22846,BREAD BIN DINER STYLE RED ,1,2011-11-06 14:33:00,16.95,14502,United Kingdom
574750,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-11-07 09:12:00,1.25,17164,United Kingdom
574842,23355,HOT WATER BOTTLE KEEP CALM,4,2011-11-07 11:55:00,4.95,13890,United Kingdom
574856,23163,REGENCY SUGAR TONGS,1,2011-11-07 12:06:00,4.96,,United Kingdom
574890,20725,LUNCH BAG RED RETROSPOT,100,2011-11-07 14:23:00,1.45,18229,United Kingdom
574901,21669,BLUE STRIPE CERAMIC DRAWER KNOB,24,2011-11-07 15:15:00,1.45,17158,United Kingdom
574923,23309,SET OF 60 I LOVE LONDON CAKE CASES ,1,2011-11-07 16:40:00,0.55,17757,United Kingdom
574950,85049A,TRADITIONAL CHRISTMAS RIBBONS,1,2011-11-08 09:29:00,2.46,,United Kingdom
575034,22654,DELUXE SEWING KIT ,1,2011-11-08 11:38:00,5.95,15573,United Kingdom
575176,22163,HEART STRING MEMO HOLDER HANGING,3,2011-11-08 18:29:00,1.63,,United Kingdom
575176,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,1,2011-11-08 18:29:00,1.63,,United Kingdom
575177,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2011-11-08 18:41:00,4.13,,United Kingdom
575177,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,1,2011-11-08 18:41:00,1.25,,United Kingdom
575298,22196,SMALL HEART MEASURING SPOONS,1,2011-11-09 12:29:00,0.85,17841,United Kingdom
575300,22633,HAND WARMER UNION JACK,12,2011-11-09 12:30:00,2.1,13804,United Kingdom
575324,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-11-09 13:45:00,2.95,14240,United Kingdom
575329,22633,HAND WARMER UNION JACK,1,2011-11-09 13:50:00,2.1,17038,United Kingdom
575481,22384,LUNCH BAG PINK POLKADOT,10,2011-11-09 16:28:00,1.65,15679,United Kingdom
575512,21912,VINTAGE SNAKES & LADDERS,4,2011-11-10 10:36:00,3.75,14121,United Kingdom
575516,21175,GIN + TONIC DIET METAL SIGN,12,2011-11-10 10:45:00,2.55,17340,United Kingdom
575607,21947,SET OF 6 HEART CHOPSTICKS,2,2011-11-10 12:37:00,2.46,14096,United Kingdom
C575672,23565,EGG CUP MILKMAID HELGA ,-4,2011-11-10 15:03:00,1.25,13098,United Kingdom
575737,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,2011-11-11 08:59:00,1.45,14789,United Kingdom
575840,20682,RED RETROSPOT CHILDRENS UMBRELLA,1,2011-11-11 11:56:00,3.25,13137,United Kingdom
575848,21704,BAG 250g SWIRLY MARBLES,5,2011-11-11 12:10:00,0.85,14178,United Kingdom
575875,22075,6 RIBBONS ELEGANT CHRISTMAS ,7,2011-11-11 13:06:00,1.63,,United Kingdom
575898,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2011-11-11 15:08:00,4.25,16368,United Kingdom
575923,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-11-11 17:11:00,2.08,17069,United Kingdom
575930,22207,FRYING PAN UNION FLAG,2,2011-11-11 17:58:00,8.29,,United Kingdom
575985,22429,ENAMEL MEASURING JUG CREAM,1,2011-11-13 14:09:00,4.25,17841,United Kingdom
575985,22766,PHOTO FRAME CORNICE,1,2011-11-13 14:09:00,2.95,17841,United Kingdom
576062,22382,LUNCH BAG SPACEBOY DESIGN ,3,2011-11-13 15:30:00,1.65,12867,United Kingdom
576176,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,6,2011-11-14 11:04:00,0.29,16936,United Kingdom
576212,23298,SPOTTY BUNTING,1,2011-11-14 12:45:00,4.95,18082,United Kingdom
576236,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,2,2011-11-14 13:31:00,1.25,13755,United Kingdom
576256,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1,2011-11-14 14:09:00,1.65,15953,United Kingdom
576649,20728,LUNCH BAG CARS BLUE,10,2011-11-16 10:32:00,1.65,16008,United Kingdom
576654,21935,SUKI  SHOULDER BAG,3,2011-11-16 10:55:00,1.65,15584,United Kingdom
576665,85059,FRENCH ENAMEL WATER BASIN,1,2011-11-16 11:46:00,3.75,17841,United Kingdom
576778,23131,MISTLETOE HEART WREATH CREAM,1,2011-11-16 13:24:00,4.15,16085,United Kingdom
576837,35964,FOLKART CLIP ON STARS,14,2011-11-16 15:16:00,0.83,,United Kingdom
576840,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1,2011-11-16 15:23:00,3.29,,United Kingdom
576840,21877,HOME SWEET HOME MUG,1,2011-11-16 15:23:00,3.29,,United Kingdom
576863,22551,PLASTERS IN TIN SPACEBOY,12,2011-11-16 16:06:00,1.65,12626,Germany
576864,22383,LUNCH BAG SUKI DESIGN ,1,2011-11-16 16:06:00,1.65,12748,United Kingdom
576867,23404,HOME SWEET HOME BLACKBOARD,6,2011-11-16 16:18:00,4.95,13012,United Kingdom
577031,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-11-17 13:00:00,2.08,15298,United Kingdom
577101,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,2011-11-17 16:51:00,3.75,13138,United Kingdom
577142,23203,JUMBO BAG VINTAGE DOILY ,10,2011-11-18 09:19:00,2.08,13985,United Kingdom
577167,23439,HAND WARMER RED LOVE HEART,4,2011-11-18 10:41:00,2.1,16511,United Kingdom
577230,21819,GLITTER CHRISTMAS STAR ,2,2011-11-18 12:08:00,0.39,18034,United Kingdom
577500,22911,PAPER CHAIN KIT LONDON,1,2011-11-20 12:30:00,2.95,14052,United Kingdom
577504,22995,TRAVEL CARD WALLET SUKI,6,2011-11-20 12:36:00,0.42,14159,United Kingdom
577524,23491,VINTAGE JINGLE BELLS HEART,1,2011-11-20 13:33:00,8.25,16905,United Kingdom
577554,23430,BLUE RETRO KITCHEN WALL CLOCK,1,2011-11-20 15:35:00,8.15,15533,United Kingdom
577594,23242,TREASURE TIN BUFFALO BILL ,6,2011-11-20 16:07:00,2.08,13142,United Kingdom
577606,22057,CERAMIC PLATE STRAWBERRY DESIGN,12,2011-11-21 09:11:00,1.49,12462,Spain
577609,23545,WRAP RED VINTAGE DOILY,25,2011-11-21 09:51:00,0.42,12349,Italy
577755,23229,VINTAGE DONKEY TAIL GAME ,6,2011-11-21 14:49:00,3.75,17010,United Kingdom
578024,23355,HOT WATER BOTTLE KEEP CALM,4,2011-11-22 13:27:00,4.95,12705,Germany
578053,22841,ROUND CAKE TIN VINTAGE GREEN,2,2011-11-22 14:59:00,7.95,14422,United Kingdom
578074,23109,PACK OF SIX LED TEA LIGHTS,6,2011-11-22 16:06:00,2.89,17590,United Kingdom
578146,22727,ALARM CLOCK BAKELIKE RED ,4,2011-11-23 11:07:00,3.75,13742,United Kingdom
578244,23476,WOODLAND LARGE RED FELT HEART,12,2011-11-23 12:36:00,1.25,15727,United Kingdom
578270,22421,LIPSTICK PEN FUSCHIA,1,2011-11-23 13:39:00,0.83,14096,United Kingdom
578335,23311,VINTAGE CHRISTMAS STOCKING ,6,2011-11-24 09:06:00,2.55,17481,United Kingdom
578688,22942,CHRISTMAS LIGHTS 10 SANTAS ,1,2011-11-25 09:27:00,8.5,16719,United Kingdom
578746,20677,PINK POLKADOT BOWL,4,2011-11-25 11:36:00,2.46,,United Kingdom
578757,20963,APPLE BATH SPONGE,10,2011-11-25 11:41:00,1.25,12748,United Kingdom
578858,22043,CHRISTMAS CARD SCREEN PRINT ,36,2011-11-27 11:22:00,0.19,18145,United Kingdom
578858,23266,SET OF 3 WOODEN STOCKING DECORATION,2,2011-11-27 11:22:00,1.25,18145,United Kingdom
578927,22386,JUMBO BAG PINK POLKADOT,3,2011-11-27 12:26:00,2.08,15747,United Kingdom
578928,23318,BOX OF 6 MINI VINTAGE CRACKERS,5,2011-11-27 12:29:00,2.49,15443,United Kingdom
578940,22110,BIRD HOUSE HOT WATER BOTTLE,3,2011-11-27 13:18:00,5.79,,United Kingdom
579116,23371,SET 36 COLOUR PENCILS SPACEBOY ,2,2011-11-28 11:54:00,1.25,17346,United Kingdom
579129,22619,SET OF 6 SOLDIER SKITTLES,2,2011-11-28 12:31:00,3.75,17852,United Kingdom
579146,23356,LOVE HOT WATER BOTTLE,1,2011-11-28 13:14:00,5.95,16347,United Kingdom
579187,23433,HANGING QUILTED PATCHWORK APPLES,1,2011-11-28 15:31:00,10.79,,United Kingdom
579196,22099,CARAVAN SQUARE TISSUE BOX,2,2011-11-28 15:54:00,2.46,14096,United Kingdom
579300,21034,REX CASH+CARRY JUMBO SHOPPER,3,2011-11-29 11:30:00,0.95,14667,United Kingdom
579440,23580,SNACK TRAY HAPPY FOREST  ,8,2011-11-29 13:32:00,1.95,14388,United Kingdom
579458,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,2011-11-29 14:38:00,8.25,16549,United Kingdom
579497,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2011-11-29 15:39:00,2.1,14349,United Kingdom
579501,22940,FELTCRAFT CHRISTMAS FAIRY,8,2011-11-29 16:16:00,3.75,14088,United Kingdom
579508,22741,FUNKY DIVA PEN,6,2011-11-29 16:33:00,1.63,,United Kingdom
579508,22815,CARD PSYCHEDELIC APPLES,2,2011-11-29 16:33:00,0.42,,United Kingdom
579508,23229,VINTAGE DONKEY TAIL GAME ,1,2011-11-29 16:33:00,7.46,,United Kingdom
579508,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2011-11-29 16:33:00,4.13,,United Kingdom
579512,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,11,2011-11-29 16:47:00,0.83,,United Kingdom
579540,48138,DOORMAT UNION FLAG,2,2011-11-30 10:11:00,8.25,13658,United Kingdom
579557,21154,RED RETROSPOT OVEN GLOVE ,1,2011-11-30 11:18:00,6.54,,United Kingdom
579600,21930,JUMBO STORAGE BAG SKULLS,10,2011-11-30 12:00:00,2.08,13647,United Kingdom
579634,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,2011-11-30 12:18:00,1.95,12598,France
579690,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-11-30 14:03:00,0.95,15060,United Kingdom
579991,21238,RED RETROSPOT CUP,8,2011-12-01 11:20:00,0.85,13159,United Kingdom
580021,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-12-01 11:43:00,2.95,14047,United Kingdom
580054,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1,2011-12-01 13:08:00,2.95,18122,United Kingdom
580101,23480,MINI LIGHTS WOODLAND MUSHROOMS,4,2011-12-01 15:12:00,3.75,15144,United Kingdom
580136,84849D,HOT BATHS SOAP HOLDER,2,2011-12-01 19:42:00,1.69,17841,United Kingdom
580163,46776C,WOVEN FROST CUSHION COVER,2,2011-12-02 11:12:00,4.95,12828,United Kingdom
580208,46000M,POLYESTER FILLER PAD 45x45cm,4,2011-12-02 12:07:00,1.55,13468,United Kingdom
580256,22138,BAKING SET 9 PIECE RETROSPOT ,5,2011-12-02 12:24:00,4.95,14688,United Kingdom
580276,22865,HAND WARMER OWL DESIGN,5,2011-12-02 12:59:00,2.1,16426,United Kingdom
580308,23513,EMBROIDERED RIBBON REEL SUSIE ,6,2011-12-02 14:30:00,2.08,14250,United Kingdom
580612,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,2011-12-05 11:58:00,5.79,,United Kingdom
580612,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,5,2011-12-05 11:58:00,4.13,,United Kingdom
580650,22701,PINK DOG BOWL,12,2011-12-05 13:30:00,0.79,14401,United Kingdom
580667,23238,SET OF 4 KNICK KNACK TINS LONDON ,1,2011-12-05 14:19:00,4.15,15031,United Kingdom
580689,22078,RIBBON REEL LACE DESIGN ,10,2011-12-05 15:43:00,2.1,12994,United Kingdom
580691,90214L,"LETTER ""L"" BLING KEY RING",24,2011-12-05 15:48:00,0.29,13790,United Kingdom
580729,17084N,FAIRY DREAMS INCENSE ,1,2011-12-05 17:24:00,0.42,,United Kingdom
580730,22474,SPACEBOY TV DINNER TRAY,1,2011-12-05 17:28:00,10.79,,United Kingdom
580730,23378,PACK OF 12 50'S CHRISTMAS TISSUES,5,2011-12-05 17:28:00,0.83,,United Kingdom
580756,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,2011-12-06 10:19:00,4.15,12723,France
580776,23344,JUMBO BAG 50'S CHRISTMAS ,1,2011-12-06 11:05:00,2.08,14562,United Kingdom
580778,16008,SMALL FOLDING SCISSOR(POINTED EDGE),24,2011-12-06 11:07:00,0.12,16949,United Kingdom
580983,21481,FAWN BLUE HOT WATER BOTTLE,2,2011-12-06 16:26:00,7.46,,United Kingdom
580997,84949,SILVER HANGING T-LIGHT HOLDER,6,2011-12-06 17:23:00,1.65,15023,United Kingdom
581219,23504,PLAYING CARDS JUBILEE UNION JACK,1,2011-12-08 09:28:00,2.46,,United Kingdom
581376,85032B,BLOSSOM IMAGES GIFT WRAP SET,2,2011-12-08 12:43:00,0.65,14719,United Kingdom
581405,15056P,EDWARDIAN PARASOL PINK,1,2011-12-08 13:50:00,5.95,13521,United Kingdom
581439,22380,TOY TIDY SPACEBOY  ,1,2011-12-08 16:30:00,4.13,,United Kingdom
581439,37500,TEA TIME TEAPOT IN GIFT BOX,1,2011-12-08 16:30:00,8.29,,United Kingdom
581496,23350,ROLL WRAP VINTAGE SPOT ,24,2011-12-09 10:20:00,1.25,16558,United Kingdom
581498,20713,JUMBO BAG OWLS,8,2011-12-09 10:26:00,4.13,,United Kingdom
